,Title,imdbRating,Book Rating,Genre
915,Plain Truth,6.4,8.2,"Drama, Crime, Mystery"
916,In Her Shoes,6.5,7.94,"Comedy, Drama, Romance"
917,Revelator: The Neuromancer,,7.56,Thriller
918,The Outsiders,7.2,9.08,"Crime, Drama"
919,A Beautiful Mind,8.2,8.12,"Biography, Drama"
920,A Beautiful Mind,8.2,8.12,"Biography, Drama"
921,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.9,8.16,"Adventure, Family, Fantasy"
922,A Tree Grows in Brooklyn,8.1,8.38,"Drama, Romance"
923,Alice's Adventures in Wonderland and Through the Looking-Glass,,8.26,"Drama, Musical"
924,Siddhartha,6.7,8.12,"Drama, Mystery"
925,The Secret Garden,7.3,7.98,"Drama, Family, Fantasy"
926,The Stranger,7.4,8.76,"Crime, Drama, Film-Noir, Mystery, Thriller"
927,L'étranger de minuit: l'oeuvre original,,7.92,"Short, Horror, Thriller"
928,The Outsider,6.3,7.92,"Crime, Drama, Mystery, Thriller"
929,Paradise Lost,5.2,9.02,"Drama, Mystery, Sci-Fi"
930,Into the Inferno,7.2,8.68,Documentary
931,Dante's Inferno: An Animated Epic,6.6,7.98,"Animation, Action, Adventure, Drama, Fantasy, Horror"
932,The Hobbit,6.8,9.02,"Animation, Adventure, Family"
933,The Guardian,6.9,8.5,"Action, Adventure, Drama"
934,The Lord of the Rings,6.2,8.28,"Animation, Adventure, Fantasy"
935,Outsider,8.1,8.94,Drama
936,La Peste,,7.92,"Short, Horror"
937,The Plague,4.5,7.94,Horror
938,L'étranger de minuit: l'oeuvre original,,8.68,"Short, Horror, Thriller"
939,El Extranjero,,7.92,"Short, Comedy"
940,The Corrections,7.2,7.92,Drama
941,The Corrections,7.2,8.94,Drama
942,The Lord of the Rings,6.2,9.02,"Animation, Adventure, Fantasy"
943,The Lord of the Rings,6.2,8.94,"Animation, Adventure, Fantasy"
944,The Lovely Bones,6.7,8.94,"Drama, Fantasy, Thriller"
945,House of Sand and Fog,7.6,7.66,"Crime, Drama"
946,House of Sand and Fog,7.6,7.66,"Crime, Drama"
947,House of Sand and Fog,7.6,8.68,"Crime, Drama"
948,The Guardian,6.9,8.3,"Action, Adventure, Drama"
949,El mensaje,,7.9,"Animation, Short"
950,A Bend in the Road,6.4,8.04,"Short, Drama"
951,A Walk to Remember,7.4,8.04,"Drama, Romance"
952,The Guardian,6.9,8.76,"Action, Adventure, Drama"
953,Nights in Rodanthe,6.0,8.28,"Drama, Romance"
954,The Wedding,7.8,7.64,"Comedy, Drama"
955,El rescate,,7.64,Drama
956,Message in a Bottle,6.2,8.2,"Drama, Romance"
957,The Time Traveler's Wife,7.1,7.9,"Drama, Fantasy, Romance"
958,Paradise Lost,5.2,7.9,"Drama, Mystery, Sci-Fi"
959,Paradise Lost,5.2,7.6,"Drama, Mystery, Sci-Fi"
960,Paradise Lost,5.2,7.6,"Drama, Mystery, Sci-Fi"
961,The Awakening,6.5,8.46,"Horror, Thriller"
962,The Awakening,6.5,7.26,"Horror, Thriller"
963,The Deep End of the Ocean,6.4,7.68,Drama
964,Walden,4.9,7.76,"Comedy, Horror"
965,The Prince of Tides,6.7,7.58,"Drama, Romance"
966,The Prince of Tides,6.7,8.44,"Drama, Romance"
967,Paradise Lost,5.2,8.06,"Drama, Mystery, Sci-Fi"
968,Paradise Lost,5.2,8.06,"Drama, Mystery, Sci-Fi"
969,Stardust,7.7,7.6,"Adventure, Family, Fantasy"
970,Naked,7.9,7.96,"Comedy, Drama"
971,Naked,7.9,8.16,"Comedy, Drama"
972,Nackt unter Wölfen,7.3,8.16,"Drama, War"
973,Promène-toi donc tout nu!,5.3,8.18,Comedy
974,The Phantom Tollbooth,7.0,7.94,"Family, Adventure, Animation"
975,The Westing Game,5.4,8.44,"Family, Horror, Mystery"
976,The Phantom Tollbooth,7.0,8.06,"Family, Adventure, Animation"
977,Invisible Man,7.0,8.44,"Short, Drama"
978,And Then There Were None,8.0,7.66,"Crime, Drama, Mystery"
979,A Tale of Two Cities,7.8,8.46,"Drama, History, Romance"
980,A Study in Scarlet,5.7,7.96,"Mystery, Thriller"
981,The Hound of the Baskervilles,7.6,8.3,"Horror, Mystery, Thriller"
982,Heart of Darkness,5.8,8.18,Drama
983,Coraline,7.7,8.58,"Animation, Drama, Fantasy"
984,Coraline,7.7,8.06,"Animation, Drama, Fantasy"
985,Coraline,7.7,8.02,"Animation, Drama, Fantasy"
986,Coraline,7.7,8.4,"Animation, Drama, Fantasy"
987,Wuthering Heights,7.7,8.06,"Drama, Romance"
988,Dracula,7.6,7.64,"Fantasy, Horror"
989,Starship Troopers,7.2,7.96,"Action, Adventure, Sci-Fi, Thriller"
990,Starship Troopers,7.2,7.98,"Action, Adventure, Sci-Fi, Thriller"
991,Dracula,7.6,7.98,"Fantasy, Horror"
992,Dracula,7.6,7.96,"Fantasy, Horror"
993,Stranger in a Strange Land,,7.96,"Short, Drama, Mystery"
994,The Metamorphosis,3.9,7.82,Short
995,Starship Troopers,7.2,7.56,"Action, Adventure, Sci-Fi, Thriller"
996,Dracula,7.6,7.8,"Fantasy, Horror"
997,Macbeth,6.6,7.76,"Drama, History, War"
998,The Scarlet Letter,5.2,7.76,"Drama, Romance"
999,Dracula,7.6,6.74,"Fantasy, Horror"
1000,The Crucible,6.8,7.1,"Drama, History"
1001,The Sound and the Fury,4.8,7.44,Drama
1002,Invisible Man,7.0,7.72,"Short, Drama"
1003,The Master and Margarita,7.6,7.68,"Drama, Mystery, Romance"
1004,Little Women,7.3,7.96,"Drama, Family, Romance"
1005,Starship Troopers,7.2,8.08,"Action, Adventure, Sci-Fi, Thriller"
1006,The Brothers Karamazov,6.8,7.98,"Drama, Romance"
1007,The Crucible,6.8,8.62,"Drama, History"
1008,The Hobbit,6.8,7.1,"Animation, Adventure, Family"
1009,The Scarlet Letter,5.2,8.5,"Drama, Romance"
1010,My Antonia,6.7,6.74,Drama
1011,Catch-22,7.2,7.52,"Comedy, Drama, War"
1012,The Handmaid's Tale,8.6,7.96,"Drama, Sci-Fi"
1013,A Brief History of Time,7.4,8.58,"Documentary, Biography"
1014,A Brief History of Time,7.4,8.24,"Documentary, Biography"
1015,Black Beauty,6.6,8.24,"Adventure, Drama, Family"
1016,The Trial,7.8,7.88,"Drama, Mystery, Thriller"
1017,The Metamorphosis,3.9,7.96,Short
1018,The Trial,7.8,7.22,"Drama, Mystery, Thriller"
1019,Crime and Punishment,7.2,7.96,"Crime, Drama"
1020,Black Beauty,6.6,7.88,"Adventure, Drama, Family"
1021,Black Beauty,6.6,8.08,"Adventure, Drama, Family"
1022,Anna Karenina,6.6,8.0,"Drama, Romance"
1023,The Master and Margarita,7.6,7.22,"Drama, Mystery, Romance"
1024,The Brothers Karamazov,6.8,8.64,"Drama, Romance"
1025,Waiting for Godot,7.7,8.62,Drama
1026,Alice's Adventures in Wonderland,5.8,7.62,"Adventure, Family, Fantasy"
1027,The Awakening,6.5,8.12,"Horror, Thriller"
1028,The Stranger,7.4,7.92,"Crime, Drama, Film-Noir, Mystery, Thriller"
1029,Heart of Darkness,5.8,7.7,Drama
1030,A Tale of Two Cities,7.8,6.84,"Drama, History, Romance"
1031,The Sound and the Fury,4.8,7.62,Drama
1032,A Tale of Two Cities,7.8,7.72,"Drama, History, Romance"
1033,A Tale of Two Cities,7.8,7.62,"Drama, History, Romance"
1034,Invisible Man,7.0,7.72,"Short, Drama"
1035,The Diary of Anne Frank,7.4,8.2,"Biography, Drama, Family, History, War"
1036,Flowers for Algernon,6.9,8.2,"Drama, Sci-Fi"
1037,Flowers for Algernon,6.9,8.14,"Drama, Sci-Fi"
1038,Flowers for Algernon,6.9,8.14,"Drama, Sci-Fi"
1039,Flowers for Algernon,6.9,8.14,"Drama, Sci-Fi"
1040,War and Peace,6.8,8.14,"Drama, Romance, War"
1041,Romeo and Juliet: Simply Shakespeare UK,,8.24,Short
1042,Jane Eyre,7.4,8.48,"Drama, Romance"
1043,Lolita,7.6,8.2,"Crime, Drama, Romance"
1044,Romeo and Juliet,7.6,8.16,"Drama, Romance"
1045,Romeo,7.1,7.48,Drama
1046,Romeo and Juliet,7.6,7.48,"Drama, Romance"
1047,Romeo and Juliet,7.6,7.48,"Drama, Romance"
1048,LolLOTR: the Silmarillion,7.0,7.48,Comedy
1049,Gone with the Wind,8.2,7.76,"Drama, History, Romance"
1050,Frankenstein,7.9,8.56,"Drama, Horror, Sci-Fi"
1051,Hamlet,7.8,7.5,Drama
1052,Hamlet,7.8,8.0,Drama
1053,Hamlet,7.8,8.0,Drama
1054,Hamlet,7.8,8.0,Drama
1055,War and Peace,6.8,8.0,"Drama, Romance, War"
1056,War and Peace,6.8,8.22,"Drama, Romance, War"
1057,War and Peace,6.8,8.22,"Drama, Romance, War"
1058,Into Thin Air,7.1,8.22,Drama
1059,Oliver Twist,6.9,8.22,"Crime, Drama"
1060,Great Expectations,6.8,7.7,"Drama, Romance"
1061,Great Expectations,6.8,7.5,"Drama, Romance"
1062,A Journey to the Center of the Earth,7.3,7.68,"Animation, Adventure, Family"
1063,Journey to the Center of the Earth,5.8,7.68,"Action, Adventure, Family"
1064,In Her Shoes,6.5,7.68,"Comedy, Drama, Romance"
1065,In Her Shoes,6.5,7.56,"Comedy, Drama, Romance"
1066,LolLOTR: the Silmarillion,7.0,7.56,Comedy
1067,LolLOTR: the Silmarillion,7.0,7.76,Comedy
1068,LolLOTR: the Silmarillion,7.0,7.76,Comedy
1069,LolLOTR: the Silmarillion,7.0,7.76,Comedy
1070,LolLOTR: the Silmarillion,7.0,7.76,Comedy
1071,LolLOTR: the Silmarillion,7.0,7.76,Comedy
1072,LolLOTR: the Silmarillion,7.0,7.76,Comedy
1073,LolLOTR: the Silmarillion,7.0,7.76,Comedy
1074,LolLOTR: the Silmarillion,7.0,7.76,Comedy
1075,LolLOTR: the Silmarillion,7.0,7.76,Comedy
1076,LolLOTR: the Silmarillion,7.0,7.76,Comedy
1077,Oliver Twist,6.9,7.76,"Crime, Drama"
1078,Oliver Twist,6.9,7.7,"Crime, Drama"
1079,Oliver Twist,6.9,7.7,"Crime, Drama"
1080,Oliver Twist,6.9,7.7,"Crime, Drama"
1081,It,7.4,7.7,"Drama, Horror, Thriller"
1082,Hamlet,7.8,8.38,Drama
1083,Salem's Lot,6.8,8.0,Horror
1084,Frankenstein,7.9,7.98,"Drama, Horror, Sci-Fi"
1085,Frankenstein,7.9,7.5,"Drama, Horror, Sci-Fi"
1086,Macbeth,6.6,7.88,"Drama, History, War"
1087,Macbeth,6.6,7.76,"Drama, History, War"
1088,Macbeth,6.6,7.76,"Drama, History, War"
1089,The Picture of Dorian Gray,7.6,7.76,"Drama, Fantasy, Horror"
1090,The Picture of Dorian Gray,7.6,8.12,"Drama, Fantasy, Horror"
1091,The Picture of Dorian Gray,7.6,8.12,"Drama, Fantasy, Horror"
1092,The Picture of Dorian Gray,7.6,8.12,"Drama, Fantasy, Horror"
1093,The Picture of Dorian Gray,7.6,8.12,"Drama, Fantasy, Horror"
1094,Frankenstein,7.9,8.14,"Drama, Horror, Sci-Fi"
1095,Frankenstein,7.9,7.5,"Drama, Horror, Sci-Fi"
1096,"Frankenstein, Or: The Modern Prometheus",,7.5,"Animation, Short, Comedy, Horror"
1097,King Lear,8.3,8.68,Drama
1098,King Lear,8.3,7.8,Drama
1099,The Brothers Karamazov,6.8,7.8,"Drama, Romance"
1100,Artemis Fowl,,8.08,"Action, Adventure, Family"
1101,The Gunslinger,,8.46,"Short, Western"
1102,L'ultimo cavaliere,,8.46,
1103,The Dark Tower,5.7,8.46,"Action, Adventure, Fantasy"
1104,The Adventures of Huckleberry Finn,6.3,8.46,"Adventure, Comedy, Drama"
1105,The Odyssey,7.0,7.6,"Adventure, Drama, Fantasy"
1106,The Tale of Peter Rabbit,8.7,8.12,"Animation, Family"
1107,Madame Bovary,5.7,8.34,Drama
1108,It's Kind of a Funny Story,7.1,8.04,"Comedy, Drama, Romance"
1109,The Book Thief,7.6,8.04,"Drama, War"
1110,The Book Thief,7.6,8.72,"Drama, War"
1111,Paradise Lost,5.2,8.72,"Drama, Mystery, Sci-Fi"
1112,The Secret Life of Bees,7.3,6.84,Drama
1113,The Brothers Karamazov,6.8,8.02,"Drama, Romance"
1114,Middlemarch,7.7,7.3,"Drama, History, Romance"
1115,Middlemarch,7.7,7.86,"Drama, History, Romance"
1116,Middlemarch,7.7,7.86,"Drama, History, Romance"
1117,Madame Bovary,5.7,7.86,Drama
1118,Middlemarch,7.7,7.86,"Drama, History, Romance"
1119,Inferno,6.2,7.98,"Action, Adventure, Crime"
1120,Eat Pray Love,5.7,7.98,"Drama, Romance"
1121,Where the Wild Things Are,6.8,7.02,"Adventure, Drama, Family"
1122,Where the Wild Things Are,6.8,8.44,"Adventure, Drama, Family"
1123,Madame Bovary,5.7,8.18,Drama
1124,Madame Bovary,5.7,7.3,Drama
1125,Black Beauty,6.6,7.3,"Adventure, Drama, Family"
1126,Black Beauty,6.6,7.88,"Adventure, Drama, Family"
1127,Treasure Island,7.0,7.88,"Adventure, Family"
1128,1984,7.2,7.64,"Drama, Sci-Fi"
1129,Pippi Longstocking,7.0,7.86,"Adventure, Family"
1130,Candide,6.4,8.22,Comedy
1131,Candide,6.4,7.52,Comedy
1132,Candide,6.4,7.52,Comedy
1133,Middlemarch,7.7,7.52,"Drama, History, Romance"
1134,Beowulf,6.2,8.34,"Animation, Action, Adventure"
1135,Beowulf,6.2,6.84,"Animation, Action, Adventure"
1136,The Scarlet Letter,5.2,6.84,"Drama, Romance"
1137,The Scarlet Letter,5.2,6.74,"Drama, Romance"
1138,Salem's Lot,6.8,6.74,Horror
1139,Salem's Lot,6.8,7.98,Horror
1140,The Adventures of Huckleberry Finn,6.3,7.98,"Adventure, Comedy, Drama"
1141,The Adventures of Huckleberry Finn,6.3,7.6,"Adventure, Comedy, Drama"
1142,The Adventures of Huckleberry Finn,6.3,7.6,"Adventure, Comedy, Drama"
1143,The Adventures of Huckleberry Finn,6.3,7.6,"Adventure, Comedy, Drama"
1144,The Tale of Peter Rabbit,8.7,7.98,"Animation, Family"
1145,The Tale of Peter Rabbit,8.7,8.34,"Animation, Family"
1146,The Prophet,7.1,8.34,"Animation, Drama"
1147,Business As Usual - Der Prophet fliegt mit,8.0,8.46,"Short, Drama, Thriller"
1148,Watchers,5.3,8.5,"Action, Horror, Sci-Fi"
1149,The Silence of the Lambs,8.6,8.32,"Crime, Drama, Thriller"
1150,Suzanne's Diary for Nicholas,6.6,8.04,"Drama, Romance"
1151,Shutter Island,8.1,8.32,"Mystery, Thriller"
1152,The Silence of the Lambs,8.6,8.04,"Crime, Drama, Thriller"
1153,The Princess Bride,8.1,8.28,"Adventure, Family, Fantasy, Romance"
1154,Kiss the Girls,6.6,8.86,"Crime, Drama, Mystery, Thriller"
1155,Watchers,5.3,7.98,"Action, Horror, Sci-Fi"
1156,The Perks of Being a Wallflower,8.0,7.88,"Drama, Romance"
1157,Ten Little Indians,6.7,8.44,"Crime, Mystery, Thriller"
1158,The Godfather,9.2,8.18,"Crime, Drama"
1159,The Reader,7.6,8.18,"Drama, Romance"
1160,The Godfather,9.2,7.46,"Crime, Drama"
1161,Congo,5.1,8.72,"Action, Adventure, Mystery"
1162,The Andromeda Strain,7.2,8.54,"Sci-Fi, Thriller"
1163,And Then There Were None,8.0,7.94,"Crime, Drama, Mystery"
1164,Esfera,7.7,8.06,"Animation, Short"
1165,Jurassic Park,8.1,7.54,"Adventure, Sci-Fi, Thriller"
1166,Jurassic Park,8.1,7.94,"Adventure, Sci-Fi, Thriller"
1167,Presa,,7.94,Drama
1168,Presa,,7.44,Drama
1169,The Godfather,9.2,7.44,"Crime, Drama"
1170,A Clockwork Orange,8.3,7.96,"Crime, Drama, Sci-Fi"
1171,The Iliad II : The Return,,8.72,"Animation, Short"
1172,Memoirs of a Geisha,7.4,8.16,"Drama, Romance"
1173,The Godfather,9.2,8.16,"Crime, Drama"
1174,The Godfather,9.2,8.72,"Crime, Drama"
1175,Choke,6.5,7.5,"Comedy, Drama"
1176,Stargirl,,7.38,"Comedy, Drama, Romance"
1177,The Metamorphosis,3.9,7.5,Short
1178,Timeline,5.6,7.94,"Action, Adventure, Sci-Fi"
1179,Jurassic Park,8.1,7.66,"Adventure, Sci-Fi, Thriller"
1180,Jurassic Park,8.1,7.94,"Adventure, Sci-Fi, Thriller"
1181,Jurassic Park,8.1,7.74,"Adventure, Sci-Fi, Thriller"
1182,The Man in the High Castle,8.1,7.94,"Drama, Sci-Fi, Thriller"
1183,The Godfather,9.2,8.86,"Crime, Drama"
1184,The Godfather,9.2,8.72,"Crime, Drama"
1185,Green Eggs and Ham,,8.72,Animation
1186,Trainspotting,8.2,7.66,Drama
1187,Trainspotting,8.2,8.16,Drama
1188,Le nom de la rose,8.0,8.08,Documentary
1189,The Name of the Rose,7.8,8.22,"Crime, Drama, Mystery"
1190,Running with Scissors,6.2,8.08,"Comedy, Drama"
1191,Running with Scissors,6.2,7.4,"Comedy, Drama"
1192,The Silence of the Lambs,8.6,7.4,"Crime, Drama, Thriller"
1193,Lord of the Flies,6.4,8.74,"Adventure, Drama, Thriller"
1194,Lord of the Flies,6.4,7.3,"Adventure, Drama, Thriller"
1195,The Alchemist,3.8,7.3,Horror
