,Actors,Awards,BoxOffice,Country,DVD,Director,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons,Book Rating
790,"Jim Caviezel, Guy Pearce, Richard Harris, James Frain",N/A,"$54,111,443","UK, USA, Ireland",10 Sep 2002,Kevin Reynolds,,"Action, Adventure, Drama",English,61,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.",https://m.media-amazon.com/images/M/MV5BMDM0ZWRjZDgtZWI0MS00ZTIzLTg4MWYtZjU5MDEyMDU0ODBjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Touchstone Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",25 Jan 2002,True,131 min,The Count of Monte Cristo,movie,http://bventertainment.go.com/movies/montecristo,"Alexandre Dumas (novel), Jay Wolpert (screenplay)",2002,tt0245844,7.8,"116,550",,4.31
791,"Jim Caviezel, Guy Pearce, Richard Harris, James Frain",N/A,"$54,111,443","UK, USA, Ireland",10 Sep 2002,Kevin Reynolds,,"Action, Adventure, Drama",English,61,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.",https://m.media-amazon.com/images/M/MV5BMDM0ZWRjZDgtZWI0MS00ZTIzLTg4MWYtZjU5MDEyMDU0ODBjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Touchstone Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",25 Jan 2002,True,131 min,The Count of Monte Cristo,movie,http://bventertainment.go.com/movies/montecristo,"Alexandre Dumas (novel), Jay Wolpert (screenplay)",2002,tt0245844,7.8,"116,550",,4.22
792,"Markku Toikka, Aino Seppo, Esko Nikkari, Hannu Lauri",2 wins & 1 nomination.,N/A,Finland,N/A,Aki Kaurismäki,,"Crime, Drama",Finnish,N/A,"An adaptation of Dostoyevsky's novel, set in modern Helsinki. Slaughterhouse worker Rahikainen murders a man, and is forced to live with the consequences of his actions.",https://m.media-amazon.com/images/M/MV5BMTYxNzYyMzg0OV5BMl5BanBnXkFtZTcwMzQzMzMzMQ@@._V1_SX300.jpg,Villealfa Filmproduction Oy,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",02 Dec 1983,True,93 min,Crime and Punishment,movie,N/A,"Fyodor Dostoevsky (novel), Aki Kaurismäki (screenplay), Pauli Pentti (screenplay)",1983,tt0086199,7.2,"1,750",,4.22
793,"Markku Toikka, Aino Seppo, Esko Nikkari, Hannu Lauri",2 wins & 1 nomination.,N/A,Finland,N/A,Aki Kaurismäki,,"Crime, Drama",Finnish,N/A,"An adaptation of Dostoyevsky's novel, set in modern Helsinki. Slaughterhouse worker Rahikainen murders a man, and is forced to live with the consequences of his actions.",https://m.media-amazon.com/images/M/MV5BMTYxNzYyMzg0OV5BMl5BanBnXkFtZTcwMzQzMzMzMQ@@._V1_SX300.jpg,Villealfa Filmproduction Oy,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",02 Dec 1983,True,93 min,Crime and Punishment,movie,N/A,"Fyodor Dostoevsky (novel), Aki Kaurismäki (screenplay), Pauli Pentti (screenplay)",1983,tt0086199,7.2,"1,750",,4.19
794,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,4.19
795,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.86
796,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.79
797,"Khalid Abdalla, Atossa Leoni, Shaun Toub, Sayed Jafar Masihullah Gharibzada",Nominated for 1 Oscar. Another 6 wins & 22 nominations.,"$15,690,103","USA, China",25 Mar 2008,Marc Forster,,Drama,"Dari, English, Pushto, Russian, Urdu",61,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble.",https://m.media-amazon.com/images/M/MV5BOWM5Yzg4ODctM2ViMC00ZGEzLWI2YzEtZDYwY2E4YTBhYTY1XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Paramount Vantage,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",11 Jan 2008,True,128 min,The Kite Runner,movie,http://www.kiterunnermovie.com/,"David Benioff (screenplay), Khaled Hosseini (novel)",2007,tt0419887,7.6,"72,783",,3.79
798,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,4.26
799,"Susan Sarandon, Tommy Lee Jones, Mary-Louise Parker, Anthony LaPaglia",Nominated for 1 Oscar. Another 3 wins & 3 nominations.,N/A,USA,16 Dec 1997,Joel Schumacher,,"Crime, Drama, Mystery",English,65,A young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the District Attorney tries to use him to take down a mob family.,https://m.media-amazon.com/images/M/MV5BNGNjZWYwZGYtZWIxZC00OTYyLTllYTMtZWNiNmQ0YWUzMjkxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Warner Home Video,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",20 Jul 1994,True,119 min,The Client,movie,N/A,"John Grisham (novel), Akiva Goldsman (screenplay), Robert Getchell (screenplay)",1994,tt0109446,6.7,"52,486",,4.26
800,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.97
801,"Chris O'Donnell, Gene Hackman, Faye Dunaway, Robert Prosky",2 nominations.,N/A,USA,26 May 1998,James Foley,,"Crime, Drama",English,45,A young man fresh out of law school tries to win a reprieve for his racist grandfather who is on death row.,https://m.media-amazon.com/images/M/MV5BN2E2ODZjODctZmQ0Mi00YjRkLThjMDEtMGUyYmE1ZDI5MzU3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,MCA Universal Home Video,R,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",11 Oct 1996,True,113 min,The Chamber,movie,N/A,"John Grisham (novel), William Goldman (screenplay), Phil Alden Robinson (screenplay)",1996,tt0115862,6.0,"11,402",,3.99
802,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.77
803,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,4.14
804,"William Daniels, Howard Da Silva, Ken Howard, Donald Madden",Nominated for 1 Oscar. Another 1 win & 1 nomination.,N/A,USA,02 Jul 2002,Peter H. Hunt,,"Drama, Family, History",English,N/A,A musical retelling of the American Revolution's political struggle in the Continental Congress to declare independence.,https://ia.media-imdb.com/images/M/MV5BNGZhYWMxMDMtODU2Yi00MDVmLWI4ODYtMzgyNjg4NGNjZjM2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,Sony Pictures Home Entertainment,G,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}]",17 Nov 1972,True,141 min,1776,movie,N/A,"Peter Stone (book), Sherman Edwards (based on a conception of), Peter Stone (screenplay)",1972,tt0068156,7.6,"6,722",,4.03
805,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,4.06
806,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,4.04
807,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,4.22
808,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,4.22
809,"Amy Adams, Patricia Clarkson, Chris Messina, Eliza Scanlen",N/A,,USA,,N/A,,"Crime, Drama, Mystery",English,N/A,A reporter confronts the psychological demons from her past when she returns to her hometown to cover a violent murder.,https://m.media-amazon.com/images/M/MV5BZDk2NzY1MGQtYTA2MS00ZDcxLWJiMzYtNWRmMGU3ZjQ0YTFjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,,TV-MA,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}]",08 Jul 2018,True,60 min,Sharp Objects,series,,Marti Noxon,2018–,tt2649356,8.3,"25,000",1,4.22
810,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.92
811,"Matthew Macfadyen, Eric MacLennan, Kelly Macdonald, Theo Morrissey",Won 1 Oscar. Another 31 wins & 51 nominations.,"$12,802,907",UK,19 Feb 2013,Joe Wright,,"Drama, Romance",English,63,"In late-19th-century Russian high society, St. Petersburg aristocrat Anna Karenina enters into a life-changing affair with the dashing Count Alexei Vronsky.",https://m.media-amazon.com/images/M/MV5BMTU0NDgxNDg0NV5BMl5BanBnXkFtZTcwMjE4MzkwOA@@._V1_SX300.jpg,Focus Features,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",07 Sep 2012,True,129 min,Anna Karenina,movie,http://focusfeatures.com/anna_karenina,"Tom Stoppard (screenplay), Leo Tolstoy (novel)",2012,tt1781769,6.6,"81,840",,4.2
812,"Matthew Macfadyen, Eric MacLennan, Kelly Macdonald, Theo Morrissey",Won 1 Oscar. Another 31 wins & 51 nominations.,"$12,802,907",UK,19 Feb 2013,Joe Wright,,"Drama, Romance",English,63,"In late-19th-century Russian high society, St. Petersburg aristocrat Anna Karenina enters into a life-changing affair with the dashing Count Alexei Vronsky.",https://m.media-amazon.com/images/M/MV5BMTU0NDgxNDg0NV5BMl5BanBnXkFtZTcwMjE4MzkwOA@@._V1_SX300.jpg,Focus Features,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",07 Sep 2012,True,129 min,Anna Karenina,movie,http://focusfeatures.com/anna_karenina,"Tom Stoppard (screenplay), Leo Tolstoy (novel)",2012,tt1781769,6.6,"81,840",,4.02
813,"Matthew Macfadyen, Eric MacLennan, Kelly Macdonald, Theo Morrissey",Won 1 Oscar. Another 31 wins & 51 nominations.,"$12,802,907",UK,19 Feb 2013,Joe Wright,,"Drama, Romance",English,63,"In late-19th-century Russian high society, St. Petersburg aristocrat Anna Karenina enters into a life-changing affair with the dashing Count Alexei Vronsky.",https://m.media-amazon.com/images/M/MV5BMTU0NDgxNDg0NV5BMl5BanBnXkFtZTcwMjE4MzkwOA@@._V1_SX300.jpg,Focus Features,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",07 Sep 2012,True,129 min,Anna Karenina,movie,http://focusfeatures.com/anna_karenina,"Tom Stoppard (screenplay), Leo Tolstoy (novel)",2012,tt1781769,6.6,"81,840",,4.02
814,"Matthew Macfadyen, Eric MacLennan, Kelly Macdonald, Theo Morrissey",Won 1 Oscar. Another 31 wins & 51 nominations.,"$12,802,907",UK,19 Feb 2013,Joe Wright,,"Drama, Romance",English,63,"In late-19th-century Russian high society, St. Petersburg aristocrat Anna Karenina enters into a life-changing affair with the dashing Count Alexei Vronsky.",https://m.media-amazon.com/images/M/MV5BMTU0NDgxNDg0NV5BMl5BanBnXkFtZTcwMjE4MzkwOA@@._V1_SX300.jpg,Focus Features,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",07 Sep 2012,True,129 min,Anna Karenina,movie,http://focusfeatures.com/anna_karenina,"Tom Stoppard (screenplay), Leo Tolstoy (novel)",2012,tt1781769,6.6,"81,840",,4.02
815,"Robert Blake, Scott Wilson, John Forsythe, Paul Stewart",Nominated for 4 Oscars. Another 4 wins & 5 nominations.,N/A,USA,23 Sep 2003,Richard Brooks,,"Biography, Crime, Drama",English,89,"After a botched robbery results in the brutal murder of a rural family, two drifters elude police, in the end coming to terms with their own mortality and the repercussions of their vile atrocity.",https://m.media-amazon.com/images/M/MV5BOTg4OGY2NmEtZTZlMy00ZjM3LWIyZjAtMzQzMjI1MmI1OTRhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Columbia Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",07 Mar 1968,True,134 min,In Cold Blood,movie,N/A,"Truman Capote (based on the book by), Richard Brooks (written for the screen by)",1967,tt0061809,8.0,"21,471",,4.02
816,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,4.05
817,"Taylor Schilling, Grant Bowler, Matthew Marsden, Edi Gathegi",1 win.,"$4,563,873",USA,08 Nov 2011,Paul Johansson,,"Drama, Mystery, Sci-Fi",English,28,Railroad executive Dagny Taggart and steel mogul Henry Rearden form an alliance to fight the increasingly authoritarian government of the United States.,https://m.media-amazon.com/images/M/MV5BMjQ1NDg3NjcxNl5BMl5BanBnXkFtZTgwODQ1MjU5OTE@._V1_SX300.jpg,Rocky Mountain Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",15 Apr 2011,True,97 min,Atlas Shrugged: Part I,movie,http://www.atlasshruggedpart1.com/,"Brian Patrick O'Toole (screenplay by), John Aglialoro (screenplay by), Ayn Rand (novel)",2011,tt0480239,5.7,"12,098",,3.68
818,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.68
819,"Bill Hader, Anna Faris, James Caan, Andy Samberg",Nominated for 1 Golden Globe. Another 1 win & 13 nominations.,"$124,870,275",USA,05 Jan 2010,"Phil Lord, Christopher Miller",,"Animation, Action, Adventure","English, French, Russian",66,"A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know, that things are about to take a turn for the worst.",https://m.media-amazon.com/images/M/MV5BMTg0MjAwNDI5MV5BMl5BanBnXkFtZTcwODkyMzg2Mg@@._V1_SX300.jpg,Sony Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",18 Sep 2009,True,90 min,Cloudy with a Chance of Meatballs,movie,http://www.sonypictures.com/movies/cloudywithachanceofmeatballs/,"Phil Lord (written for the screen by), Christopher Miller (written for the screen by), Judi Barrett (book), Ron Barrett (book), Rob Greenberg (additional screenplay material)",2009,tt0844471,7.0,"177,755",,4.05
820,"Bill Hader, Anna Faris, James Caan, Andy Samberg",Nominated for 1 Golden Globe. Another 1 win & 13 nominations.,"$124,870,275",USA,05 Jan 2010,"Phil Lord, Christopher Miller",,"Animation, Action, Adventure","English, French, Russian",66,"A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know, that things are about to take a turn for the worst.",https://m.media-amazon.com/images/M/MV5BMTg0MjAwNDI5MV5BMl5BanBnXkFtZTcwODkyMzg2Mg@@._V1_SX300.jpg,Sony Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",18 Sep 2009,True,90 min,Cloudy with a Chance of Meatballs,movie,http://www.sonypictures.com/movies/cloudywithachanceofmeatballs/,"Phil Lord (written for the screen by), Christopher Miller (written for the screen by), Judi Barrett (book), Ron Barrett (book), Rob Greenberg (additional screenplay material)",2009,tt0844471,7.0,"177,755",,4.15
821,"Bill Hader, Anna Faris, James Caan, Andy Samberg",Nominated for 1 Golden Globe. Another 1 win & 13 nominations.,"$124,870,275",USA,05 Jan 2010,"Phil Lord, Christopher Miller",,"Animation, Action, Adventure","English, French, Russian",66,"A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know, that things are about to take a turn for the worst.",https://m.media-amazon.com/images/M/MV5BMTg0MjAwNDI5MV5BMl5BanBnXkFtZTcwODkyMzg2Mg@@._V1_SX300.jpg,Sony Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",18 Sep 2009,True,90 min,Cloudy with a Chance of Meatballs,movie,http://www.sonypictures.com/movies/cloudywithachanceofmeatballs/,"Phil Lord (written for the screen by), Christopher Miller (written for the screen by), Judi Barrett (book), Ron Barrett (book), Rob Greenberg (additional screenplay material)",2009,tt0844471,7.0,"177,755",,4.15
822,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,4.15
823,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.91
824,"Mark Rylance, Ruby Barnhill, Penelope Wilton, Jemaine Clement",4 wins & 20 nominations.,"$55,472,665","USA, India",29 Nov 2016,Steven Spielberg,,"Adventure, Family, Fantasy",English,66,"An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world.",https://m.media-amazon.com/images/M/MV5BNjAzOTUzNTY3Ml5BMl5BanBnXkFtZTgwMjYwNzE5ODE@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",01 Jul 2016,True,117 min,The BFG,movie,http://movies.disney.com/the-bfg,"Melissa Mathison (screenplay), Roald Dahl (book)",2016,tt3691740,6.4,"64,623",,3.79
825,"Mark Rylance, Ruby Barnhill, Penelope Wilton, Jemaine Clement",4 wins & 20 nominations.,"$55,472,665","USA, India",29 Nov 2016,Steven Spielberg,,"Adventure, Family, Fantasy",English,66,"An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world.",https://m.media-amazon.com/images/M/MV5BNjAzOTUzNTY3Ml5BMl5BanBnXkFtZTgwMjYwNzE5ODE@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",01 Jul 2016,True,117 min,The BFG,movie,http://movies.disney.com/the-bfg,"Melissa Mathison (screenplay), Roald Dahl (book)",2016,tt3691740,6.4,"64,623",,4.22
826,"Mark Rylance, Ruby Barnhill, Penelope Wilton, Jemaine Clement",4 wins & 20 nominations.,"$55,472,665","USA, India",29 Nov 2016,Steven Spielberg,,"Adventure, Family, Fantasy",English,66,"An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world.",https://m.media-amazon.com/images/M/MV5BNjAzOTUzNTY3Ml5BMl5BanBnXkFtZTgwMjYwNzE5ODE@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",01 Jul 2016,True,117 min,The BFG,movie,http://movies.disney.com/the-bfg,"Melissa Mathison (screenplay), Roald Dahl (book)",2016,tt3691740,6.4,"64,623",,4.22
827,"Matthew Macfadyen, Eric MacLennan, Kelly Macdonald, Theo Morrissey",Won 1 Oscar. Another 31 wins & 51 nominations.,"$12,802,907",UK,19 Feb 2013,Joe Wright,,"Drama, Romance",English,63,"In late-19th-century Russian high society, St. Petersburg aristocrat Anna Karenina enters into a life-changing affair with the dashing Count Alexei Vronsky.",https://m.media-amazon.com/images/M/MV5BMTU0NDgxNDg0NV5BMl5BanBnXkFtZTcwMjE4MzkwOA@@._V1_SX300.jpg,Focus Features,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",07 Sep 2012,True,129 min,Anna Karenina,movie,http://focusfeatures.com/anna_karenina,"Tom Stoppard (screenplay), Leo Tolstoy (novel)",2012,tt1781769,6.6,"81,840",,4.22
828,"Giorgos Komiotis, Akis Melahris, Elli Moka",N/A,N/A,Greece,N/A,Akis Melahris,,"Animation, Short",English,N/A,N/A,http://ia.media-imdb.com/images/M/MV5BMTkyODM2OTg2OV5BMl5BanBnXkFtZTcwMTUzODM0NQ@@._V1_SX300.jpg,N/A,N/A,[],N/A,True,17 min,The Iliad II : The Return,movie,N/A,N/A,2008,tt1941689,N/A,N/A,,4.02
829,"Giorgos Komiotis, Akis Melahris, Elli Moka",N/A,N/A,Greece,N/A,Akis Melahris,,"Animation, Short",English,N/A,N/A,http://ia.media-imdb.com/images/M/MV5BMTkyODM2OTg2OV5BMl5BanBnXkFtZTcwMTUzODM0NQ@@._V1_SX300.jpg,N/A,N/A,[],N/A,True,17 min,The Iliad II : The Return,movie,N/A,N/A,2008,tt1941689,N/A,N/A,,3.83
830,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.83
831,"Michael Sacks, Ron Leibman, Eugene Roche, Sharon Gans",Nominated for 1 Golden Globe. Another 3 wins & 3 nominations.,N/A,USA,10 Oct 2000,George Roy Hill,,"Comedy, Drama, Sci-Fi","English, German",N/A,A man named Billy Pilgrim tells the story of how he became unstuck in time and was abducted by aliens.,https://m.media-amazon.com/images/M/MV5BMTM4OTU1OTc3OF5BMl5BanBnXkFtZTcwMjY5ODM4OA@@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}]",15 Mar 1972,True,104 min,Slaughterhouse-Five,movie,N/A,"Kurt Vonnegut Jr. (novel), Stephen Geller (screenplay)",1972,tt0069280,6.9,"10,873",,4.2
832,"Bruce Willis, Albert Finney, Nick Nolte, Barbara Hershey",1 nomination.,N/A,USA,30 Jun 2000,Alan Rudolph,,Comedy,English,42,A portrait of a fictional town in the midwest that is home to a group of idiosyncratic and slightly neurotic characters. Dwayne Hoover is a wealthy car dealership owner that's on the brink ...,https://m.media-amazon.com/images/M/MV5BMTU4MDU4NTkwOF5BMl5BanBnXkFtZTcwNjAzNTUyMQ@@._V1_SX300.jpg,Buena Vista Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",18 Feb 1999,True,110 min,Breakfast of Champions,movie,N/A,"Kurt Vonnegut Jr. (book), Alan Rudolph (screenplay)",1999,tt0120618,4.6,"7,224",,4.06
833,"Shashi Kapoor, Simi Garewal, Romesh Sharma, Pinchoo Kapoor",N/A,N/A,USA,10 Dec 2002,Conrad Rooks,,"Drama, Mystery",English,80,The story of a young Indian who embarks upon a journey to find the meaning of existence. Based on the novel by Hermann Hesse.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwNTIzOTE2OF5BMl5BanBnXkFtZTYwMjE1OTc5._V1_SX300.jpg,Columbia Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",01 Jan 1974,True,89 min,Siddhartha,movie,N/A,"Hermann Hesse (novel), Conrad Rooks (written for the screen by), Natasha Ullman (associate writer), Paul Mayersberg (associate writer)",1972,tt0070689,6.7,948,,4.08
834,"Liam Neeson, Salma Hayek, John Krasinski, Frank Langella",1 win & 10 nominations.,"$217,451","USA, France, Canada, Lebanon, Qatar",02 Feb 2016,"Roger Allers, Gaëtan Brizzi, Paul Brizzi, Joan C. Gratz, Mohammed Saeed Harib, Tomm Moore, Nina Paley, Bill Plympton, Joann Sfar, Michal Socha",,"Animation, Drama",English,61,Exiled artist and poet Mustafa embarks on a journey home with his housekeeper and her daughter; together the trio must evade the authorities who fear that the truth in Mustafa's words will incite rebellion.,https://m.media-amazon.com/images/M/MV5BMTY5NzI4MjE2OV5BMl5BanBnXkFtZTgwMDg3OTU5NTE@._V1_SX300.jpg,GKIDS,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",07 Aug 2015,True,85 min,The Prophet,movie,http://www.gibransprophetmovie.com/,"Roger Allers (screenplay by), Kahlil Gibran (based on the novel by), Hanna Weg (additional writing), Irene Mecchi (additional dialogue), Douglas Wood (additional dialogue)",2014,tt1640718,7.1,"3,426",,3.99
835,"Sam Riley, Garrett Hedlund, Kristen Stewart, Amy Adams",2 wins & 4 nominations.,"$665,094","France, USA, UK, Brazil, Canada, Argentina",06 Aug 2013,Walter Salles,,"Adventure, Drama, Romance","English, French",56,"Young writer Sal Paradise has his life shaken by the arrival of free-spirited Dean Moriarty and his girl, Marylou. As they travel across the country, they encounter a mix of people who each impact their journey indelibly.",https://m.media-amazon.com/images/M/MV5BMTc1MzU5MDgzMF5BMl5BanBnXkFtZTcwMDQ4ODY2OA@@._V1_SX300.jpg,IFC Films/Sundance Selects,R,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",23 May 2012,True,124 min,On the Road,movie,http://themadones.us/,"Jack Kerouac (based on the novel by), Jose Rivera (screenplay by)",2012,tt0337692,6.1,"37,012",,4.23
836,"Christian Bale, Justin Theroux, Josh Lucas, Bill Sage",5 wins & 8 nominations.,N/A,"USA, Canada",05 Sep 2000,Mary Harron,,"Crime, Drama","English, Spanish, Cantonese",64,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.",https://m.media-amazon.com/images/M/MV5BZTM2ZGJmNjQtN2UyOS00NjcxLWFjMDktMDE2NzMyNTZlZTBiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Lions Gate Films,R,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",14 Apr 2000,True,102 min,American Psycho,movie,http://www.americanpsycho.com,"Bret Easton Ellis (novel), Mary Harron (screenplay), Guinevere Turner (screenplay)",2000,tt0144084,7.6,"414,034",,3.64
837,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.81
838,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,4.25
839,"Dana Vespoli, Sovereign Syre, Julia Ann, Lea Lexis",N/A,N/A,USA,N/A,Dana Vespoli,,Adult,English,N/A,N/A,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",05 Jun 2013,True,159 min,She's Come Undone,movie,N/A,N/A,2013,tt2980360,6.8,5,,4.17
