"publisher","dagger","book_review_link","author","primary_isbn10","price","primary_isbn13","sunday_review_link","date","first_chapter_link","contributor","title","age_group","weeks_on_list"
"Putnam",0,NA,"Amanda Quick",NA,0,"9.78E+12",NA,"5/11/14",NA,"by Amanda Quick","OTHERWISE ENGAGED",NA,1
"SOS Ladies",0,NA,"Delilah Devlin, Sharon Hamilton and others","None",0,"A00B00J436CN8",NA,"5/11/14",NA,"by Delilah Devlin, Sharon Hamilton and others","SEALS OF SUMMER",NA,1
"Harper",0,NA,"Kimberly McCreight",NA,0,"9.78E+12",NA,"5/11/14",NA,"by Kimberly McCreight","RECONSTRUCTING AMELIA",NA,1
"Dell",0,NA,"Diana Gabaldon","None",0,"9.78E+12",NA,"5/4/14",NA,"by Diana Gabaldon","THE SPACE BETWEEN",NA,1
"Kristen Ashley",0,NA,"Kristen Ashley","None",0,"A00B00HYIF9FW",NA,"4/27/14",NA,"by Kristen Ashley","THE WILL",NA,1
"Morrow/HarperCollins",0,NA,"Wiley Cash","62088246",0,"9.78E+12","https://www.nytimes.com/2012/05/27/books/review/the-yard-by-alex-grecian-and-more.html","4/27/14",NA,"by Wiley Cash","A LAND MORE KIND THAN HOME",NA,1
"Berkley Sensation",0,NA,"Jennifer Ashley","None",0,"9.78E+12",NA,"4/20/14",NA,"by Jennifer Ashley","WILD WOLF",NA,1
"Ballantine",0,NA,"Debbie Macomber","345549864",0,"9.78E+12",NA,"4/13/14",NA,"by Debbie Macomber","BLOSSOM STREET BRIDES",NA,1
"Carina Press",0,NA,"Marie Force","142689807X",0,"9.78E+12",NA,"4/13/14",NA,"by Marie Force","FATAL JEOPARDY",NA,1
"Vintage",0,NA,"Rob Thomas and Jennifer Graham","804170711",0,"9.78E+12",NA,"4/13/14",NA,"by Rob Thomas and Jennifer Graham","VERONICA MARS: THE THOUSAND-DOLLAR TAN LINE",NA,1
"Harlequin Mira",0,NA,"Ron Carr","1460328612",0,"9.78E+12",NA,"4/13/14",NA,"by Robyn Carr","FOUR FRIENDS",NA,1
"St. Martin's",0,NA,"Jane Green","1466842032",0,"9.78E+12",NA,"4/13/14",NA,"by Jane Green","TEMPTING FATE",NA,1
"Atria",0,NA,"Colleen Hoover",NA,0,"9.78E+12",NA,"4/6/14",NA,"by Colleen Hoover","MAYBE SOMEDAY",NA,1
"Harper Perennial",0,"https://www.nytimes.com/2012/06/08/books/beautiful-ruins-by-jess-walter.html","Jess Walter","006209808X",0,"9.78E+12","https://www.nytimes.com/2012/07/08/books/review/beautiful-ruins-a-novel-by-jess-walter.html","4/6/14",NA,"by Jess Walter","BEAUTIFUL RUINS",NA,1
"Doubleday",0,NA,"Terry Pratchett","038553826X",0,"9.78E+12",NA,"4/6/14",NA,"by Terry Pratchett","RAISING STEAM",NA,1
"Minotaur",0,NA,"Olen Steinhauer",NA,0,"9.78E+12","https://www.nytimes.com/2014/03/23/books/review/the-cairo-affair-by-olen-steinhauer.html","4/6/14",NA,"by Olen Steinhauer","THE CAIRO AFFAIR",NA,1
"Grand Central",0,NA,"Jean Hanff Korelitz","1455599506",0,"9.78E+12",NA,"4/6/14",NA,"by Jean Hanff Korelitz","YOU SHOULD HAVE KNOWN",NA,1
"Harlequin",0,NA,"Sylvia Day","1459245997",0,"9.78E+12",NA,"3/30/14",NA,"by Sylvia Day","AFTERSHOCK",NA,1
"Putnam",0,NA,"C J Box","698150171",0,"9.78E+12",NA,"3/30/14",NA,"by C. J. Box","STONE COLD",NA,1
"JKB",0,NA,"K Bromberg","989450244",0,"9.78E+12",NA,"3/23/14",NA,"by K. Bromberg","CRASHED",NA,1
"Oak Press",0,NA,"Bella Andre","None",0,"9.78E+12",NA,"3/23/14",NA,"by Bella Andre","JUST TO BE WITH YOU",NA,1
"Debbie Macomber Books",0,NA,"Debbie Macomber","None",0,"9.78E+12",NA,"3/16/14",NA,"by Debbie Macomber","FRIENDS ��� AND THEN SOME",NA,1
"HarperVoyager",0,NA,"Kim Harrison","62300156",0,"9.78E+12",NA,"3/16/14",NA,"by Kim Harrison","THE UNDEAD POOL",NA,1
"Atria",0,NA,"Abbi Glines","1476756562",0,"9.78E+12",NA,"3/16/14",NA,"by Abbi Glines","TAKE A CHANCE",NA,1
"H. M. Ward Press",0,NA,"H M Ward","None",0,"9.78E+12",NA,"3/16/14",NA,"by H. M. Ward","THE ARRANGEMENT 14",NA,1
"Kensington",0,NA,"Joanne Fluke","758280394",0,"9.78E+12",NA,"3/16/14",NA,"by Joanne Fluke","BLACKBERRY PIE MURDER",NA,1
"Avon/HarperCollins",0,NA,"Lynsay Sands","62078097",0,"9.78E+12",NA,"3/9/14",NA,"by Lynsay Sands","VAMPIRE MOST WANTED",NA,1
"Grand Central",0,NA,"Jill Shalvis","1455521140",0,"9.78E+12",NA,"3/9/14",NA,"by Jill Shalvis","ONCE IN A LIFETIME",NA,1
"Tor/Tom Doherty",0,NA,"David Weber",NA,0,"9.78E+12",NA,"3/9/14",NA,"by David Weber","LIKE A MIGHTY ARMY",NA,1
"Touchstone",0,NA,"J A Jance","None",0,"9.78E+12",NA,"3/9/14",NA,"by J. A. Jance","MOVING TARGET",NA,1
"Vintage Crime/Black Lizard",0,NA,"Jo Nesbo","345807162",0,"9.78E+12",NA,"3/2/14",NA,"by Jo Nesbo","COCKROACHES",NA,1
"Putnam",0,NA,"Alex Berenson","None",0,"9.78E+12",NA,"3/2/14",NA,"by Alex Berenson","THE COUNTERFEIT AGENT",NA,1
"HarperCollins",0,NA,"Tara Conklin","62207520",0,"9.78E+12",NA,"3/2/14",NA,"by Tara Conklin","THE HOUSE GIRL",NA,1
"Copper Key Media",0,NA,"KM Scott","None",0,"9.78E+12",NA,"3/2/14",NA,"by K.M. Scott","GIVE IN TO ME",NA,1
"Berkley",0,NA,"Maya Banks",NA,0,"9.78E+12",NA,"2/23/14",NA,"by Maya Banks","LETTING GO",NA,1
"Morrow/HarperCollins",0,NA,"J Lynn",NA,0,"9.78E+12",NA,"2/23/14",NA,"by J. Lynn","BE WITH ME",NA,1
"Laree Bailey",0,NA,"H M Ward","1630350141",0,"9.78E+12",NA,"2/23/14",NA,"by H. M. Ward","THE ARRANGEMENT 13",NA,1
"Forever",0,NA,"Kristen Ashley","None",0,"9.78E+12",NA,"2/23/14",NA,"by Kristen Ashley","KALEIDOSCOPE",NA,1
"Berkley",0,NA,"Lora Leigh","None",0,"9.78E+12",NA,"2/23/14",NA,"by Lora Leigh","RULE BREAKER",NA,1
"Berkley Sensation",0,NA,"Marie Force",NA,0,"9.78E+12",NA,"2/23/14",NA,"by Marie Force","ALL YOU NEED IS LOVE",NA,1
"Avon/HarperCollins",0,NA,"Jeaniene Frost",NA,0,"9.78E+12",NA,"2/16/14",NA,"by Jeaniene Frost","UP FROM THE GRAVE",NA,1
"St. Martin's",0,NA,"Jeffrey Archer","None",0,"9.78E+12",NA,"2/16/14",NA,"by Jeffrey Archer","ONLY TIME WILL TELL",NA,1
"Berkley",0,NA,"Joanna Wylde","None",0,"9.78E+12",NA,"2/16/14",NA,"by Joanna Wylde","REAPER'S LEGACY",NA,1
"Harlequin Mira",0,NA,"Sherryl Woods","1460325273",0,"9.78E+12",NA,"2/16/14",NA,"by Sherryl Woods","HOME TO SEAVIEW KEY",NA,1
"St. Martin's",0,NA,"Jeffrey Archer","1429949031",0,"9.78E+12",NA,"2/16/14",NA,"by Jeffrey Archer","THE SINS OF THE FATHER",NA,1
"Laurens Publishing",0,NA,"Kathleen Brooks","None",0,"9.78E+12",NA,"2/9/14",NA,"by Kathleen Brooks","FINAL VOW",NA,1
"Pocket Star",0,NA,"Kresley Cole","None",0,"9.78E+12",NA,"2/9/14",NA,"by Kresley Cole","THE PROFESSIONAL, PART 3",NA,1
"Pocket Books",0,NA,"VC Andrews","1451636946",0,"9.78E+12",NA,"2/9/14",NA,"by V.C. Andrews","FLOWERS IN THE ATTIC",NA,1
"HarperCollins",0,"https://www.nytimes.com/2013/05/07/books/the-golem-and-the-jinni-a-novel-by-helene-wecker.html","Helene Wecker","62110853",0,"9.78E+12","https://www.nytimes.com/2013/05/19/books/review/the-golem-and-the-jinni-by-helene-wecker.html","2/9/14",NA,"by Helene Wecker","THE GOLEM AND THE JINNI",NA,1
"Sprigleaf",0,NA,"Annette Blair and others","None",0,"9.78E+12",NA,"2/2/14",NA,"by Annette Blair and others","SCANDALOUS BRIDES",NA,1
"Dutton",0,NA,"Brad Taylor",NA,0,"9.78E+12",NA,"2/2/14",NA,"by Brad Taylor","THE POLARIS PROTOCOL",NA,1
"Delacorte",0,NA,"Alan Bradley",NA,0,"9.78E+12",NA,"2/2/14",NA,"by Alan Bradley","THE DEAD IN THEIR VAULTED ARCHES",NA,1
"Berkley",0,NA,"Christine Feehan","None",0,"9.78E+12",NA,"1/26/14",NA,"by Christine Feehan","DARK WOLF",NA,1
"Berkley",0,NA,"Maya Banks","None",0,"9.78E+12",NA,"1/26/14",NA,"by Maya Banks","AFTER THE STORM",NA,1
"Putnam",0,NA,"Jayne Ann Krentz",NA,0,"9.78E+12",NA,"1/26/14",NA,"by Jayne Ann Krentz","RIVER ROAD",NA,1
"Morrow/HarperCollins",0,NA,"Jay Crownover","62302396",0,"9.78E+12",NA,"1/26/14",NA,"by Jay Crownover","ROME",NA,1
"Bantam",0,NA,"J Kenner",NA,0,"9.78E+12",NA,"1/26/14",NA,"by J. Kenner","WANTED",NA,1
"Harper",0,NA,"Bernard Cornwell","006219934X",0,"9.78E+12",NA,"1/26/14",NA,"by Bernard Cornwell","THE PAGAN LORD",NA,1
"Harlequin",0,NA,"Linda Lael Miller","1460323769",0,"9.78E+12",NA,"1/19/14",NA,"by Linda Lael Miller","BIG SKY SECRETS",NA,1
"Putnam",0,NA,"W E B Griffin and William E Butterworth IV",NA,0,"9.78E+12",NA,"1/19/14",NA,"by W. E. B. Griffin and William E. Butterworth IV","HAZARDOUS DUTY",NA,1
"Atria",0,NA,"Jamie McGuire","1476759553",0,"9.78E+12",NA,"12/29/13",NA,"by Jamie McGuire","A BEAUTIFUL WEDDING",NA,1
"Ellora's Cave",0,NA,"Laurann Dohner","None",0,"9.78E+12",NA,"12/29/13",NA,"by Laurann Dohner","TRUE",NA,1
"Berkley",0,NA,"Sylvain Reynard",NA,0,"9.78E+12",NA,"12/22/13",NA,"by Sylvain Reynard","GABRIEL'S REDEMPTION",NA,1
"Bantam",0,NA,"J Kenner","804180423",0,"9.78E+12",NA,"12/22/13",NA,"by J. Kenner","TAKE ME",NA,1
"Forever",0,NA,"Jessica Sorensen","None",0,"9.78E+12",NA,"12/22/13",NA,"by Jessica Sorensen","THE EVER AFTER OF ELLA AND MICHA",NA,1
"Gallery Books",0,NA,"Katy Evans","None",0,"9.78E+12",NA,"12/15/13",NA,"by Katy Evans","REMY",NA,1
"Sandi Lynn",0,NA,"Sandi Lynn","None",0,"A00B00DQC67EW",NA,"12/15/13",NA,"by Sandi Lynn","FOREVER US",NA,1
"Harper",0,NA,"Adriana Trigiani",NA,0,"9.78E+12",NA,"12/15/13",NA,"by Adriana Trigiani","THE SUPREME MACARONI COMPANY",NA,1
"Simon & Schuster",0,NA,"Christina Lauren","1476751749",0,"9.78E+12",NA,"12/8/13",NA,"by Christina Lauren","BEAUTIFUL BEGINNING",NA,1
"Gossamer",0,NA,"Melody Anne","1938786947",0,"9.78E+12",NA,"12/1/13",NA,"by Melody Anne","SCORCHED",NA,1
"Grand Central",0,NA,"J A Redmerski","1455549010",0,"9.78E+12",NA,"11/24/13",NA,"by J. A. Redmerski","THE EDGE OF ALWAYS",NA,1
"Simon & Schuster",0,NA,"Katy Evans",NA,0,"9.78E+12",NA,"11/24/13",NA,"by Katy Evans","MINE",NA,1
"Pantheon",0,NA,"Alexander McCall Smith","None",0,"9.78E+12",NA,"11/24/13",NA,"by Alexander McCall Smith","THE MINOR ADJUSTMENT BEAUTY SALON",NA,1
"Bantam",0,NA,"Dean Koontz","804178615",0,"9.78E+12",NA,"11/24/13",NA,"by Dean Koontz","WILDERNESS",NA,1
"Ace",0,NA,"Charlaine Harris","None",0,"9.78E+12",NA,"11/17/13",NA,"by Charlaine Harris","AFTER DEAD",NA,1
"Simon & Schuster",0,NA,"Christina Lauren","1476751412",0,"9.78E+12",NA,"11/17/13",NA,"by Christina Lauren","BEAUTIFUL PLAYER",NA,1
"HarperCollins",0,NA,"Julia Quinn","62072935",0,"9.78E+12",NA,"11/17/13",NA,"by Julia Quinn","THE SUM OF ALL KISSES",NA,1
"Harlequin",0,NA,"Diana Palmer","1460320891",0,"9.78E+12",NA,"11/17/13",NA,"by Diana Palmer","WYOMING BOLD",NA,1
"Howard Books",0,NA,"Karen Kingsbury",NA,0,"9.78E+12",NA,"11/17/13",NA,"by Karen Kingsbury","FIFTEEN MINUTES",NA,1
"Grand Central",0,NA,"Jessica Sorensen","1455574902",0,"9.78E+12",NA,"11/10/13",NA,"by Jessica Sorensen","THE TEMPTATION OF LILA AND ETHAN",NA,1
"Dutton",0,NA,"Elizabeth George",NA,0,"9.78E+12",NA,"11/3/13",NA,"by Elizabeth George","JUST ONE EVIL ACT",NA,1
"Ballantine",0,NA,"Kristin Hannah","345464249",0,"9.78E+12",NA,"11/3/13",NA,"by Kristin Hannah","BETWEEN SISTERS",NA,1
"Knopf",0,NA,"Jo Nesbo","307960501",0,"9.78E+12",NA,"11/3/13",NA,"by Jo Nesbo","POLICE",NA,1
"Knopf",0,NA,"Anne Rice",NA,0,"9.78E+12",NA,"11/3/13",NA,"by Anne Rice","THE WOLVES OF MIDWINTER",NA,1
"Ballantine",0,NA,"Debbie Macomber","345545524",0,"9.78E+12",NA,"10/27/13",NA,"by Debbie Macomber","STARRY NIGHT",NA,1
"Knopf/McSweeney�۪s",0,"https://www.nytimes.com/2013/10/04/books/the-circle-dave-eggerss-new-novel.html","Dave Eggers","385351402",0,"9.78E+12","https://www.nytimes.com/2013/11/03/books/review/the-circle-by-dave-eggers.html","10/27/13",NA,"by Dave Eggers","THE CIRCLE",NA,1
"Vi Keeland",0,NA,"Vi Keeland","None",0,"A00B00FLG5B9S",NA,"10/27/13",NA,"by Vi Keeland","WORTH THE FIGHT",NA,1
"Tijan",0,NA,"Tijan","None",0,"A00B00FIOBPC0",NA,"10/27/13",NA,"by Tijan","CARTER REED",NA,1
"St. Martin's",0,NA,"Iris Johansen","None",0,"9.78E+12",NA,"10/20/13",NA,"by Iris Johansen","SILENCING EVE",NA,1
"Grand Central",0,NA,"Jeffery Deaver","1455576662",0,"9.78E+12",NA,"10/20/13",NA,"by Jeffery Deaver","THE OCTOBER LIST",NA,1
"New American Library",0,NA,"Tara Sue Me","None",0,"9.78E+12",NA,"10/20/13",NA,"by Tara Sue Me","THE TRAINING",NA,1
"New American Library",0,NA,"J R Ward","None",0,"9.78E+12",NA,"10/20/13",NA,"by J. R. Ward","POSSESSION",NA,1
"Atria",0,NA,"Abbi Glines","1476756538",0,"9.78E+12",NA,"10/13/13",NA,"by Abbi Glines","SIMPLE PERFECTION",NA,1
"Avon/HarperCollins",0,NA,"Lynsay Sands","None",0,"9.78E+12",NA,"10/13/13",NA,"by Lynsay Sands","ONE LUCKY VAMPIRE",NA,1
"Harlequin",0,NA,"Susan Mallery","None",0,"9.78E+12",NA,"10/13/13",NA,"by Susan Mallery","CHRISTMAS ON 4TH STREET",NA,1
"Grand Central",0,NA,"Jill Shalvis","None",0,"9.78E+12",NA,"10/13/13",NA,"by Jill Shalvis","ALWAYS ON MY MIND",NA,1
"Hyperion",0,NA,"Richard Castle","140130592X",0,"9.78E+12",NA,"10/6/13",NA,"by Richard Castle","DEADLY HEAT",NA,1
"Jen McLaughlin",0,NA,"Jen McLaughlin","None",0,"9.78E+12",NA,"10/6/13",NA,"by Jen McLaughlin","OUT OF LINE",NA,1
"Penguin Press",0,"https://www.nytimes.com/2013/09/11/books/bleeding-edge-a-9-11-novel-by-thomas-pynchon.html","Thomas Pynchon","1594204233",0,"9.78E+12","https://www.nytimes.com/2013/09/15/books/review/bleeding-edge-by-thomas-pynchon.html","10/6/13",NA,"by Thomas Pynchon","BLEEDING EDGE",NA,1
"Putnam",0,NA,"Michael Brandman",NA,0,"9.78E+12",NA,"9/29/13",NA,"by Michael Brandman","ROBERT B. PARKER�۪S DAMNED IF YOU DO",NA,1
"Zebra/Kensington",0,NA,"Fern Michaels","1420127950",0,"9.78E+12",NA,"9/29/13",NA,"by Fern Michaels","THE SCOOP",NA,1
"St. Martin's",0,NA,"Sherrilyn Kenyon","None",0,"9.78E+12",NA,"9/22/13",NA,"by Sherrilyn Kenyon","STYXX",NA,1
"Berkley",0,NA,"Christine Feehan","None",0,"9.78E+12",NA,"9/22/13",NA,"by Christine Feehan","DARK LYCAN",NA,1
"Gossamer",0,NA,"Melody Anne","1938786858",0,"9.78E+12",NA,"9/22/13",NA,"by Melody Anne","SEDUCED",NA,1
"Laree Bailey",0,NA,"HM Ward","None",0,"9.78E+12",NA,"9/22/13",NA,"by  H.M. Ward","STRIPPED",NA,1
"Berkley",0,NA,"M Leighton","None",0,"9.78E+12",NA,"9/22/13",NA,"by M. Leighton","EVERYTHING FOR US",NA,1
"Minotaur",0,NA,"Louise Penny","1466834706",0,"9.78E+12",NA,"9/15/13",NA,"by Louise Penny","HOW THE LIGHT GETS IN",NA,1
"Scribner",0,NA,"Kathy Reichs",NA,0,"9.78E+12",NA,"9/15/13",NA,"by Kathy Reichs","BONES OF THE LOST",NA,1
"Jove",0,NA,"Jayne Castle","None",0,"9.78E+12",NA,"9/15/13",NA,"by Jayne Castle","DECEPTION COVE",NA,1
"Harlequin",0,NA,"Linda Lael Miller","1460318064",0,"9.78E+12",NA,"9/15/13",NA,"by Linda Lael Miller","BIG SKY WEDDING",NA,1
"Grand Central Publishing",0,NA,"Sandra Brown","None",0,"9.78E+12",NA,"9/15/13",NA,"by Sandra Brown","EXCLUSIVE",NA,1
"Random House",0,NA,"Marisha Pessl","679643915",0,"9.78E+12",NA,"9/8/13",NA,"by Marisha Pessl","NIGHT FILM",NA,1
"Bloomsbury",0,NA,"Samantha Shannon","1620401401",0,"9.78E+12",NA,"9/8/13",NA,"by Samantha Shannon","THE BONE SEASON",NA,1
"Maya Cross",0,NA,"Maya Cross","None",0,"2.94E+12",NA,"9/8/13",NA,"by Maya Cross","UNLOCKED",NA,1
"Tor/Tom Doherty",0,NA,"Terry Goodkind","1466826274",0,"9.78E+12",NA,"9/8/13",NA,"by Terry Goodkind","THE THIRD KINGDOM",NA,1
"Random House",0,NA,"Debbie Macomber","None",0,"9.78E+12",NA,"9/1/13",NA,"by Debbie Macomber","ROSE HARBOR IN BLOOM",NA,1
"Harlequin",0,NA,"Sylvia Day","1459245954",0,"9.78E+12",NA,"9/1/13",NA,"by Sylvia Day","AFTERBURN",NA,1
"Dutton",0,NA,"Julie Garwood","None",0,"9.78E+12",NA,"8/25/13",NA,"by Julie Garwood","HOTSHOT",NA,1
"Putnam",0,NA,"WEB Griffin and William E Butterworth IV","None",0,"9.78E+12",NA,"8/25/13",NA,"by W.E.B. Griffin and William E. Butterworth IV","THE LAST WITNESS",NA,1
"Bantam",0,NA,"J Kenner","345545850",0,"9.78E+12",NA,"8/18/13",NA,"by J. Kenner","COMPLETE ME",NA,1
"Harlequin",0,NA,"Susan Mallery","1460316487",0,"9.78E+12",NA,"8/18/13",NA,"by Susan Mallery","THREE LITTLE WORDS",NA,1
"Ace",0,NA,"Ilona Andrews",NA,0,"9.78E+12",NA,"8/18/13",NA,"by Ilona Andrews","MAGIC RISES",NA,1
"Harlequin",0,NA,"Gena Showalter","1460316495",0,"9.78E+12",NA,"8/18/13",NA,"by Gena Showalter","THE DARKEST CRAVING",NA,1
"Minotaur",0,NA,"C  J Box",NA,0,"9.78E+12",NA,"8/18/13",NA,"by C.  J. Box","THE HIGHWAY",NA,1
"Simon & Schuster",0,NA,"James Lee Burke",NA,0,"9.78E+12",NA,"8/11/13",NA,"by James Lee Burke","LIGHT OF THE WORLD",NA,1
"Touchstone",0,NA,"Philippa Gregory","1451626150",0,"9.78E+12",NA,"8/11/13",NA,"by Philippa Gregory","THE WHITE PRINCESS",NA,1
"HTJB",0,NA,"Marie Force","None",0,"9.78E+12",NA,"8/11/13",NA,"by Marie Force","TIME FOR LOVE",NA,1
"St. Martin's",0,NA,"Iris Johansen","125002000X",0,"9.78E+12",NA,"8/4/13",NA,"by Iris Johansen","HUNTING EVE",NA,1
"Ecila Media",0,NA,"Shayla Black and others","None",0,"A00B00DLC26OM",NA,"8/4/13",NA,"by Shayla Black and others","ALPHA BAD BOYS",NA,1
"Ballantine",0,NA,"Debbie Macomber","None",0,"9.78E+12",NA,"8/4/13",NA,"by Debbie Macomber","LOST AND FOUND IN CEDAR COVE",NA,1
"Holt",0,NA,"Sue Grafton","1429901349",0,"9.78E+12",NA,"7/28/13",NA,"by Sue Grafton","A IS FOR ALIBI",NA,1
"Atria",0,NA,"Colleen Hoover","None",0,"9.78E+12",NA,"7/28/13",NA,"by Colleen Hoover","LOSING HOPE",NA,1
"Gallery Books",0,NA,"Christina Lauren","1476751722",0,"9.78E+12",NA,"7/28/13",NA,"by Christina Lauren","BEAUTIFUL BITCH",NA,1
"Novelty Books",0,NA,"Tanya Anne Cros, Danelle Harmon, Lauren Royal and Cynthia Wright","None",0,"9.78E+12",NA,"7/28/13",NA,"by Tanya Anne Crosby, Danelle Harmon, Lauren Royal and Cynthia Wright","FOUR IRRESISTIBLE ROGUES",NA,1
"Grand Central",0,NA,"Jodi Ellen Malpas","1455578355",0,"9.78E+12",NA,"7/21/13",NA,"by Jodi Ellen Malpas","THIS MAN CONFESSED",NA,1
"Berkley",0,NA,"Laurell K Hamilton","None",0,"9.78E+12",NA,"7/21/13",NA,"by Laurell K. Hamilton","AFFLICTION",NA,1
"Delacorte",0,NA,"Karin Slaughter","None",0,"9.78E+12",NA,"7/21/13",NA,"by Karin Slaughter","UNSEEN",NA,1
"Gallery Books",0,NA,"Kresley Cole","1476713359",0,"9.78E+12",NA,"7/21/13",NA,"by Kresley Cole","MACRIEVE",NA,1
"Morrow/HarperCollins",0,NA,"James Rollins","62194917",0,"9.78E+12",NA,"7/14/13",NA,"by James Rollins","THE EYE OF GOD",NA,1
"Harlequin",0,NA,"Susan Mallery","1460315154",0,"9.78E+12",NA,"7/14/13",NA,"by Susan Mallery","TWO OF A KIND",NA,1
"Berkley",0,NA,"Maya Banks","None",0,"9.78E+12",NA,"7/14/13",NA,"by Maya Banks","FORGED IN STEELE",NA,1
"Dutton",0,NA,"Tami Hoag","None",0,"9.78E+12",NA,"7/7/13",NA,"by Tami Hoag","THE 9TH GIRL",NA,1
"Ballantine",0,NA,"Steve Berry","345526562",0,"9.78E+12",NA,"6/30/13",NA,"by Steve Berry","THE KING'S DECEPTION",NA,1
"St. Martin's",0,NA,"Mary Kay Andrews",NA,0,"9.78E+12",NA,"6/23/13",NA,"by Mary Kay Andrews","LADIES' NIGHT",NA,1
"Bantam",0,NA,"Dean Koontz","345535693",0,"9.78E+12",NA,"6/16/13",NA,"by Dean Koontz","DEEPLY ODD",NA,1
"Forever",0,NA,"Jessica Sorensen","None",0,"9.78E+12",NA,"6/16/13",NA,"by Jessica Sorensen","THE FOREVER OF ELLA AND MICHA",NA,1
"Jove",0,NA,"Christine Feehan","None",0,"9.78E+12",NA,"6/16/13",NA,"by Christine Feehan","LEOPARD'S PREY",NA,1
"Amy Harmon",0,NA,"Amy Harmon","None",0,"A00B00C2GEJT8",NA,"6/16/13",NA,"by Amy Harmon","A DIFFERENT BLUE",NA,1
"Pocket Star",0,NA,"Kyra Davis","None",0,"9.78148E+12",NA,"6/9/13",NA,"by Kyra Davis","BINDING AGREEMENT",NA,1
"Omnific",0,NA,"Emma Chase","None",0,"9.78162E+12",NA,"6/9/13",NA,"by Emma Chase","TANGLED",NA,1
"Atria",0,NA,"Raine Miller","None",0,"9.78148E+12",NA,"6/2/13",NA,"by Raine Miller","EYES WIDE OPEN",NA,1
"Laree Bailey",0,NA,"HM Ward","None",0,"A00B00CR43UXG",NA,"6/2/13",NA,"by H.M. Ward","THE ARRANGEMENT 7",NA,1
"Zebra",0,NA,"Lisa Jackson","1420106341",0,"9.78142E+12",NA,"6/2/13",NA,"by Lisa Jackson","LEFT TO DIE",NA,1
"Simon & Schuster",0,NA,"Richard Paul Evans","1451628293",0,"9.78145E+12",NA,"5/26/13",NA,"by Richard Paul Evans","A STEP OF FAITH",NA,1
"Sourcebooks Landmark",0,NA,"Judith Merkle Riley",NA,0,"9.7814E+12",NA,"5/26/13",NA,"by Judith Merkle Riley","THE ORACLE GLASS",NA,1
"Viking",0,"https://www.nytimes.com/2013/05/01/books/a-delicate-truth-by-john-le-carre.html","John le Carre","670014893",0,"9.78067E+12","https://www.nytimes.com/2013/05/05/books/review/a-delicate-truth-by-john-le-carre.html","5/26/13",NA,"by John le Carre","A DELICATE TRUTH",NA,1
"NAL",0,NA,"Samantha Young","None",0,"9.7811E+12",NA,"5/26/13",NA,"by  Samantha Young","DOWN LONDON ROAD",NA,1
"Houghton Mifflin Harcourt",0,NA,"Ann Patchett","547548796",0,"9.78055E+12","https://www.nytimes.com/1997/11/16/books/sleight-of-hand.html","5/26/13",NA,"by Ann Patchett","THE MAGICIAN'S ASSISTANT",NA,1
"Harlequin Mira",0,NA,"Sherryl Woods","None",0,"9.78146E+12",NA,"5/19/13",NA,"by Sherryl Woods","WIND CHIME POINT",NA,1
"Ellora's Cave",0,NA,"Laurann Dohner","None",0,"9.78142E+12",NA,"5/19/13",NA,"by Laurann Dohner","MOON",NA,1
"HarperCollins",0,NA,"John Irving","62204106",0,"9.78006E+12",NA,"5/19/13",NA,"by John Irving","A PRAYER FOR OWEN MEANY",NA,1
"Atria",0,NA,"Colleen Hoover","1476746540",0,"9.78148E+12",NA,"5/19/13",NA,"by Colleen Hoover","THIS GIRL",NA,1
"Harlequin",0,NA,"Susan Mallery","None",0,"9.78146E+12",NA,"5/19/13",NA,"by  Susan Mallery","HALFWAY THERE",NA,1
"Bantam",0,NA,"J Kenner","None",0,"9.78035E+12",NA,"5/12/13",NA,"by J. Kenner","CLAIM ME",NA,1
"Dial",0,NA,"Sophie Kinsella","812993853",0,"9.78081E+12",NA,"5/12/13",NA,"by Sophie Kinsella","WEDDING NIGHT",NA,1
"Putnam",0,NA,"Amanda Quick","None",0,"9.7811E+12",NA,"5/12/13",NA,"by Amanda Quick","THE MYSTERY WOMAN",NA,1
"Doubleday",0,NA,"Edward Rutherfurd","385535317",0,"9.78039E+12",NA,"5/12/13",NA,"by Edward Rutherfurd","PARIS",NA,1
"St. Martin's",0,NA,"Iris Johansen","1250019974",0,"9.78125E+12",NA,"5/5/13",NA,"by Iris Johansen","TAKING EVE",NA,1
"Gallery Books",0,NA,"Christina Lauren","1476731543",0,"9.78148E+12",NA,"5/5/13",NA,"by Christina Lauren","BEAUTIFUL STRANGER",NA,1
"Mulholland/Little, Brown",0,NA,"Michael Robotham","316221252",0,"9.78032E+12",NA,"5/5/13",NA,"by Michael Robotham","SAY YOU'RE SORRY",NA,1
"St. Martin's Press",0,NA,"Lisa Scottoline",NA,0,"9.78125E+12",NA,"4/28/13",NA,"by Lisa Scottoline","DON'T GO",NA,1
"Sourcebooks",0,NA,"Susanna Kearsley",NA,0,"9.7814E+12",NA,"4/28/13",NA,"by Susanna Kearsley","THE SHADOWY HORSES",NA,1
"Random House Publishing",0,NA,"Debbie Macomber","345533534",0,"9.78035E+12",NA,"4/21/13",NA,"by Debbie Macomber","STARTING NOW",NA,1
"The Indie Voice",0,NA,"Jana DeLeon and others","None",0,"9.78099E+12",NA,"4/21/13",NA,"by Jana DeLeon and others","TO DIE FOR",NA,1
